time,station_id,part_id,activity,
2023-01-30T19:40:51Z,S1,P1045,ENTER,
2023-01-30T19:40:51Z,S4,P1040,ENTER,
2023-01-30T19:41:12Z,S3,P1043,EXIT,
2023-01-30T19:41:12Z,S3,P1042,ENTER,
2023-01-30T19:41:19Z,S2,P1044,EXIT,
2023-01-30T19:41:25Z,S1,P1045,EXIT,
2023-01-30T19:41:26Z,S3,P1042,EXIT,
2023-01-30T19:41:26Z,S3,P1044,ENTER,
2023-01-30T19:41:37Z,S2,P1045,ENTER,
2023-01-30T19:42:49Z,S4,P1040,EXIT,
2023-01-30T19:42:49Z,S1,P1046,ENTER,
2023-01-30T19:42:49Z,S4,P1041,ENTER,
2023-01-30T19:43:13Z,S3,P1044,EXIT,
2023-01-30T19:43:20Z,S1,P1046,EXIT,
2023-01-30T19:43:30Z,S2,P1046,ENTER,
2023-01-30T19:43:41Z,S4,P1041,EXIT,
2023-01-30T19:43:41Z,S1,P1047,ENTER,
2023-01-30T19:43:41Z,S4,P1043,ENTER,
2023-01-30T19:44:17Z,S4,P1043,EXIT,
2023-01-30T19:44:17Z,S4,P1042,ENTER,
2023-01-30T19:45:22Z,S2,P1046,EXIT,
2023-01-30T19:45:28Z,S3,P1046,ENTER,
2023-01-30T19:45:31Z,S1,P1047,EXIT,
2023-01-30T19:45:31Z,S1,P1048,ENTER,
2023-01-30T19:45:39Z,S2,P1047,ENTER,
2023-01-30T19:45:50Z,S4,P1042,EXIT,
2023-01-30T19:45:50Z,S4,P1044,ENTER,
2023-01-30T19:46:34Z,S1,P1048,EXIT,
2023-01-30T19:46:34Z,S1,P1049,ENTER,
2023-01-30T19:46:56Z,S2,P1045,EXIT,
2023-01-30T19:46:56Z,S2,P1048,ENTER,
2023-01-30T19:47:05Z,S3,P1046,EXIT,
2023-01-30T19:47:05Z,S3,P1045,ENTER,
2023-01-30T19:47:30Z,S1,P1049,EXIT,
2023-01-30T19:48:42Z,S3,P1045,EXIT,
2023-01-30T19:48:45Z,S2,P1048,EXIT,
2023-01-30T19:48:45Z,S2,P1049,ENTER,
2023-01-30T19:48:51Z,S4,P1044,EXIT,
2023-01-30T19:48:51Z,S1,P1050,ENTER,
2023-01-30T19:48:51Z,S4,P1046,ENTER,
2023-01-30T19:48:56Z,S3,P1048,ENTER,
2023-01-30T19:49:51Z,S1,P1050,EXIT,
2023-01-30T19:50:00Z,S3,P1048,EXIT,
2023-01-30T19:50:37Z,S2,P1049,EXIT,
2023-01-30T19:50:37Z,S2,P1050,ENTER,
2023-01-30T19:50:46Z,S3,P1049,ENTER,
2023-01-30T19:51:12Z,S2,P1047,EXIT,
2023-01-30T19:51:40Z,S3,P1049,EXIT,
2023-01-30T19:51:40Z,S3,P1047,ENTER,
2023-01-30T19:52:13Z,S4,P1046,EXIT,
2023-01-30T19:52:13Z,S1,P1051,ENTER,
2023-01-30T19:52:13Z,S4,P1045,ENTER,
2023-01-30T19:52:26Z,S2,P1050,EXIT,
2023-01-30T19:52:58Z,S3,P1047,EXIT,
2023-01-30T19:52:58Z,S3,P1050,ENTER,
2023-01-30T19:53:08Z,S1,P1051,EXIT,
2023-01-30T19:53:20Z,S2,P1051,ENTER,
2023-01-30T19:54:22Z,S3,P1050,EXIT,
2023-01-30T19:55:05Z,S4,P1045,EXIT,
2023-01-30T19:55:05Z,S1,P1052,ENTER,
2023-01-30T19:55:05Z,S4,P1048,ENTER,
2023-01-30T19:55:24Z,S1,P1052,EXIT,
2023-01-30T19:55:35Z,S2,P1052,ENTER,
2023-01-30T19:55:48Z,S2,P1051,EXIT,
2023-01-30T19:56:00Z,S3,P1051,ENTER,
2023-01-30T19:56:54Z,S4,P1048,EXIT,
2023-01-30T19:56:54Z,S1,P1053,ENTER,
2023-01-30T19:56:54Z,S4,P1049,ENTER,
2023-01-30T19:57:30Z,S3,P1051,EXIT,
2023-01-30T19:57:38Z,S2,P1052,EXIT,
2023-01-30T19:57:47Z,S3,P1052,ENTER,
2023-01-30T19:58:06Z,S1,P1053,EXIT,
2023-01-30T19:58:17Z,S2,P1053,ENTER,
2023-01-30T19:58:25Z,S4,P1049,EXIT,
2023-01-30T19:58:25Z,S1,P1054,ENTER,
2023-01-30T19:58:25Z,S4,P1047,ENTER,
2023-01-30T19:58:51Z,S3,P1052,EXIT,
2023-01-30T19:58:54Z,S1,P1054,EXIT,
2023-01-30T19:59:04Z,S2,P1054,ENTER,
2023-01-30T20:00:23Z,S4,P1047,EXIT,
2023-01-30T20:00:23Z,S1,P1055,ENTER,
2023-01-30T20:00:23Z,S4,P1050,ENTER,
2023-01-30T20:00:36Z,S2,P1053,EXIT,
2023-01-30T20:00:44Z,S3,P1053,ENTER,
2023-01-30T20:01:08Z,S2,P1054,EXIT,
2023-01-30T20:01:16Z,S1,P1055,EXIT,
2023-01-30T20:01:29Z,S2,P1055,ENTER,
2023-01-30T20:02:03Z,S2,P1055,EXIT,
2023-01-30T20:02:37Z,S3,P1053,EXIT,
2023-01-30T20:02:37Z,S3,P1054,ENTER,
2023-01-30T20:02:46Z,S4,P1050,EXIT,
2023-01-30T20:02:46Z,S1,P1056,ENTER,
2023-01-30T20:02:46Z,S4,P1051,ENTER,
2023-01-30T20:02:51Z,S3,P1054,EXIT,
2023-01-30T20:02:51Z,S3,P1055,ENTER,
2023-01-30T20:03:31Z,S1,P1056,EXIT,
2023-01-30T20:03:40Z,S2,P1056,ENTER,
2023-01-30T20:04:20Z,S4,P1051,EXIT,
2023-01-30T20:04:20Z,S1,P1057,ENTER,
2023-01-30T20:04:20Z,S4,P1052,ENTER,
2023-01-30T20:05:06Z,S3,P1055,EXIT,
2023-01-30T20:05:12Z,S4,P1052,EXIT,
2023-01-30T20:05:12Z,S4,P1053,ENTER,
2023-01-30T20:05:21Z,S1,P1057,EXIT,
2023-01-30T20:05:21Z,S1,P1058,ENTER,
2023-01-30T20:05:28Z,S2,P1057,ENTER,
2023-01-30T20:05:59Z,S2,P1056,EXIT,
2023-01-30T20:06:07Z,S3,P1056,ENTER,
2023-01-30T20:06:11Z,S1,P1058,EXIT,
2023-01-30T20:06:16Z,S4,P1053,EXIT,
2023-01-30T20:06:16Z,S1,P1059,ENTER,
2023-01-30T20:06:16Z,S4,P1054,ENTER,
2023-01-30T20:06:18Z,S2,P1058,ENTER,
2023-01-30T20:06:33Z,S3,P1056,EXIT,
2023-01-30T20:06:35Z,S1,P1059,EXIT,
2023-01-30T20:06:57Z,S2,P1057,EXIT,
2023-01-30T20:06:57Z,S2,P1059,ENTER,
2023-01-30T20:07:06Z,S3,P1057,ENTER,
2023-01-30T20:07:09Z,S4,P1054,EXIT,
2023-01-30T20:07:09Z,S1,P1060,ENTER,
2023-01-30T20:07:09Z,S4,P1055,ENTER,
2023-01-30T20:07:39Z,S3,P1057,EXIT,
2023-01-30T20:07:43Z,S2,P1058,EXIT,
2023-01-30T20:07:50Z,S1,P1060,EXIT,
2023-01-30T20:07:54Z,S3,P1058,ENTER,
2023-01-30T20:07:55Z,S2,P1060,ENTER,
2023-01-30T20:08:53Z,S2,P1059,EXIT,
2023-01-30T20:09:19Z,S3,P1058,EXIT,
2023-01-30T20:09:19Z,S3,P1059,ENTER,
2023-01-30T20:09:20Z,S4,P1055,EXIT,
2023-01-30T20:09:20Z,S1,P1061,ENTER,
2023-01-30T20:09:20Z,S4,P1056,ENTER,
2023-01-30T20:10:18Z,S1,P1061,EXIT,
