time,station_id,part_id,activity,
2023-01-29T14:27:09Z,S3,P72,ENTER,
2023-01-29T14:27:47Z,S1,P77,EXIT,
2023-01-29T14:28:01Z,S4,P68,EXIT,
2023-01-29T14:28:01Z,S1,P78,ENTER,
2023-01-29T14:28:01Z,S4,P71,ENTER,
2023-01-29T14:28:23Z,S4,P71,EXIT,
2023-01-29T14:28:23Z,S1,P79,ENTER,
2023-01-29T14:28:23Z,S4,P74,ENTER,
2023-01-29T14:29:37Z,S4,P74,EXIT,
2023-01-29T14:29:37Z,S4,P69,ENTER,
2023-01-29T14:29:53Z,S1,P79,EXIT,
2023-01-29T14:29:53Z,S1,P80,ENTER,
2023-01-29T14:30:04Z,S2,P79,ENTER,
2023-01-29T14:30:23Z,S3,P72,EXIT,
2023-01-29T14:30:23Z,S3,P73,ENTER,
2023-01-29T14:30:24Z,S1,P78,EXIT,
2023-01-29T14:30:27Z,S4,P69,EXIT,
2023-01-29T14:30:27Z,S1,P81,ENTER,
2023-01-29T14:30:31Z,S4,P72,ENTER,
2023-01-29T14:30:53Z,S1,P80,EXIT,
2023-01-29T14:31:58Z,S1,P81,EXIT,
2023-01-29T14:32:08Z,S4,P72,EXIT,
2023-01-29T14:32:08Z,S1,P82,ENTER,
2023-01-29T14:32:43Z,S2,P79,EXIT,
2023-01-29T14:32:43Z,S2,P78,ENTER,
2023-01-29T14:32:52Z,S4,P79,ENTER,
2023-01-29T14:32:59Z,S3,P73,EXIT,
2023-01-29T14:32:59Z,S3,P75,ENTER,
2023-01-29T14:33:52Z,S4,P79,EXIT,
2023-01-29T14:33:52Z,S1,P83,ENTER,
2023-01-29T14:33:52Z,S4,P73,ENTER,
2023-01-29T14:34:27Z,S1,P82,EXIT,
2023-01-29T14:34:53Z,S1,P83,EXIT,
2023-01-29T14:35:01Z,S4,P73,EXIT,
2023-01-29T14:35:01Z,S1,P84,ENTER,
2023-01-29T14:35:06Z,S3,P75,EXIT,
2023-01-29T14:35:06Z,S3,P76,ENTER,
2023-01-29T14:35:15Z,S2,P78,EXIT,
2023-01-29T14:35:15Z,S2,P81,ENTER,
2023-01-29T14:35:16Z,S4,P75,ENTER,
2023-01-29T14:36:19Z,S1,P84,EXIT,
2023-01-29T14:36:55Z,S2,P81,EXIT,
2023-01-29T14:36:55Z,S2,P83,ENTER,
2023-01-29T14:37:19Z,S4,P75,EXIT,
2023-01-29T14:37:19Z,S1,P85,ENTER,
2023-01-29T14:37:19Z,S4,P78,ENTER,
2023-01-29T14:38:29Z,S4,P78,EXIT,
2023-01-29T14:38:29Z,S1,P86,ENTER,
2023-01-29T14:38:29Z,S4,P81,ENTER,
2023-01-29T14:38:58Z,S4,P81,EXIT,
2023-01-29T14:39:11Z,S3,P76,EXIT,
2023-01-29T14:39:11Z,S3,P77,ENTER,
2023-01-29T14:39:11Z,S1,P85,EXIT,
2023-01-29T14:39:11Z,S1,P87,ENTER,
2023-01-29T14:39:23Z,S4,P76,ENTER,
2023-01-29T14:40:15Z,S2,P83,EXIT,
2023-01-29T14:40:36Z,S4,P76,EXIT,
2023-01-29T14:40:36Z,S4,P83,ENTER,
2023-01-29T14:41:02Z,S4,P83,EXIT,
2023-01-29T14:41:45Z,S3,P77,EXIT,
2023-01-29T14:41:45Z,S3,P80,ENTER,
2023-01-29T14:41:45Z,S1,P87,EXIT,
2023-01-29T14:41:45Z,S1,P88,ENTER,
2023-01-29T14:41:57Z,S4,P77,ENTER,
2023-01-29T14:42:57Z,S1,P88,EXIT,
2023-01-29T14:42:57Z,S1,P89,ENTER,
2023-01-29T14:43:10Z,S2,P88,ENTER,
2023-01-29T14:43:38Z,S4,P77,EXIT,
2023-01-29T14:43:56Z,S3,P80,EXIT,
2023-01-29T14:43:56Z,S3,P82,ENTER,
2023-01-29T14:43:56Z,S1,P86,EXIT,
2023-01-29T14:43:56Z,S1,P90,ENTER,
2023-01-29T14:43:58Z,S1,P89,EXIT,
2023-01-29T14:44:05Z,S4,P80,ENTER,
2023-01-29T14:44:56Z,S4,P80,EXIT,
2023-01-29T14:44:56Z,S1,P91,ENTER,
2023-01-29T14:45:43Z,S3,P82,EXIT,
2023-01-29T14:45:43Z,S3,P84,ENTER,
2023-01-29T14:45:43Z,S1,P90,EXIT,
2023-01-29T14:45:54Z,S4,P82,ENTER,
2023-01-29T14:46:01Z,S2,P88,EXIT,
2023-01-29T14:46:01Z,S2,P89,ENTER,
